Id,Condition 1,Condition 2,Overall Qual,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Total Bsmt SF,1st Flr SF,Gr Liv Area,Kitchen Qual,Functional,Garage Finish,Garage Cars,Garage Area,SalePrice
2830,Norm,Norm,7,Gd,TA,PConc,Gd,TA,970.0,970,1709,Gd,Maj1,Unf,2.0,380.0,130000
2238,Artery,Norm,5,TA,TA,BrkTil,TA,TA,816.0,816,816,TA,Typ,Unf,1.0,100.0,75200
982,Norm,Norm,6,TA,Gd,CBlock,Gd,TA,384.0,1091,1091,TA,Typ,Fin,1.0,429.0,131250
1265,Norm,Norm,6,TA,TA,CBlock,TA,TA,1081.0,1081,1081,TA,Typ,Unf,1.0,401.0,148000
559,Norm,Norm,5,TA,TA,CBlock,TA,TA,1024.0,1020,1020,TA,Typ,Unf,1.0,288.0,124100
1203,Norm,Norm,7,Ex,TA,CBlock,TA,TA,944.0,999,999,Ex,Typ,RFn,2.0,588.0,178400
2083,Norm,Norm,4,TA,TA,PConc,Gd,TA,1440.0,1440,1440,TA,Typ,Not Applicable,0.0,0.0,150000
2130,Norm,Norm,7,Gd,TA,PConc,Gd,TA,853.0,853,1753,TA,Typ,RFn,2.0,534.0,217000
2455,RRAn,Norm,8,Gd,TA,PConc,Gd,Gd,1100.0,1116,1964,Gd,Typ,Fin,2.0,760.0,252000
535,Norm,Norm,7,Gd,TA,PConc,Gd,Gd,1141.0,1141,1141,Gd,Typ,RFn,2.0,484.0,152000
2019,Norm,Norm,7,TA,TA,BrkTil,TA,TA,832.0,854,854,TA,Typ,Unf,2.0,576.0,132000
2655,Norm,Norm,6,TA,TA,CBlock,Fa,TA,770.0,885,1182,TA,Typ,Unf,1.0,378.0,120000
2391,Norm,Norm,9,Ex,TA,PConc,Ex,Gd,1606.0,1625,2091,Ex,Typ,RFn,2.0,521.0,338500
154,Norm,Norm,4,TA,TA,BrkTil,TA,TA,576.0,985,985,TA,Typ,Unf,2.0,676.0,105000
999,Norm,Norm,7,TA,TA,PConc,Gd,TA,729.0,729,1446,TA,Typ,Unf,2.0,406.0,175000
1400,Norm,Norm,7,TA,TA,CBlock,Gd,TA,1160.0,1156,2022,TA,Typ,Fin,2.0,505.0,192000
2807,Norm,Norm,7,Gd,TA,PConc,Gd,TA,847.0,847,1948,Gd,Typ,Fin,2.0,434.0,195000
516,Norm,Norm,8,Gd,TA,PConc,Gd,TA,768.0,786,1590,Gd,Typ,RFn,2.0,676.0,210000
1753,Norm,Norm,7,Gd,TA,PConc,Gd,TA,847.0,847,1948,Gd,Typ,Fin,2.0,434.0,211000
734,Norm,Norm,4,TA,TA,BrkTil,TA,TA,672.0,757,1324,TA,Typ,Unf,1.0,240.0,128000
1209,Norm,Norm,6,TA,TA,CBlock,TA,TA,1425.0,1425,1425,TA,Typ,RFn,2.0,576.0,180500
1994,Norm,Norm,5,TA,TA,BrkTil,TA,TA,662.0,1422,2337,TA,Min2,Unf,2.0,560.0,90000
1901,Norm,Norm,5,TA,TA,PConc,TA,TA,822.0,908,908,TA,Typ,Unf,2.0,512.0,138500
2413,RRAn,Norm,7,Gd,TA,PConc,Gd,TA,738.0,738,1492,Gd,Typ,Fin,2.0,440.0,169985
2630,Norm,Norm,5,TA,TA,CBlock,TA,TA,1150.0,1150,1150,TA,Typ,RFn,1.0,288.0,146000
1428,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1080.0,1080,2097,Gd,Typ,Unf,3.0,678.0,228000
1271,Norm,Norm,5,TA,TA,PConc,TA,TA,1256.0,1256,1256,Gd,Typ,RFn,1.0,311.0,159000
2464,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1095.0,1095,1939,Gd,Typ,RFn,3.0,1053.0,266000
2653,Norm,Norm,5,TA,Gd,PConc,TA,TA,816.0,816,1566,Gd,Typ,Unf,2.0,450.0,139000
1505,Norm,Norm,4,TA,TA,CBlock,TA,TA,784.0,784,784,TA,Typ,Not Applicable,0.0,0.0,91900
2110,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1489.0,1500,1500,Gd,Typ,RFn,2.0,674.0,212999
2386,Norm,Norm,9,Gd,TA,PConc,Ex,TA,1833.0,1850,1850,Gd,Typ,Fin,3.0,772.0,326000
1086,Norm,Norm,6,Gd,TA,PConc,Gd,TA,789.0,813,1515,Gd,Typ,Fin,2.0,393.0,179000
1574,Norm,Norm,8,Gd,TA,PConc,Ex,TA,1518.0,1537,1537,Gd,Typ,Fin,3.0,788.0,294000
406,Norm,Norm,6,TA,TA,CBlock,TA,TA,483.0,483,987,TA,Typ,Unf,1.0,288.0,97000
2757,Norm,Norm,7,Gd,TA,PConc,Gd,Gd,1391.0,1391,1962,Gd,Typ,RFn,3.0,868.0,239799
2559,Norm,Norm,5,TA,TA,CBlock,TA,TA,1251.0,1433,1433,TA,Min1,Unf,2.0,441.0,161000
1469,Norm,Norm,6,Gd,TA,PConc,Gd,TA,848.0,848,848,Gd,Typ,Fin,2.0,420.0,136500
407,Norm,Norm,6,TA,TA,CBlock,TA,TA,483.0,483,987,Gd,Typ,Unf,1.0,264.0,118000
2300,Norm,Norm,4,TA,TA,CBlock,TA,TA,845.0,845,845,TA,Typ,Unf,2.0,360.0,129500
731,Norm,Norm,7,Gd,Gd,BrkTil,TA,TA,952.0,952,1548,Ex,Typ,Unf,2.0,672.0,205000
2230,Norm,Norm,6,Gd,TA,PConc,TA,TA,2035.0,2515,2515,TA,Maj1,RFn,2.0,484.0,200624
1688,Norm,Norm,8,Gd,TA,PConc,Ex,TA,1694.0,1694,1694,Gd,Typ,RFn,3.0,856.0,322400
880,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1578.0,1602,1602,Gd,Typ,RFn,3.0,810.0,293200
1074,Norm,Norm,9,Ex,TA,PConc,Ex,TA,1684.0,1684,1684,Ex,Typ,RFn,2.0,564.0,266000
771,Norm,Norm,6,TA,TA,CBlock,TA,TA,918.0,918,1683,TA,Typ,RFn,2.0,440.0,172500
724,Norm,Norm,5,TA,TA,BrkTil,TA,TA,1088.0,1188,1869,TA,Typ,Unf,2.0,456.0,124900
730,Norm,Norm,6,TA,TA,BrkTil,TA,TA,1022.0,1432,1432,Gd,Typ,Unf,1.0,216.0,149000
273,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1414.0,1414,1414,Gd,Typ,RFn,2.0,494.0,185500
2793,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1348.0,1358,1358,Gd,Typ,Unf,2.0,418.0,220000
1789,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1496.0,1496,1496,Gd,Typ,Fin,2.0,474.0,225000
1900,Norm,Norm,6,TA,TA,CBlock,TA,TA,932.0,932,932,Gd,Typ,Unf,1.0,306.0,124000
677,Norm,Norm,3,TA,TA,Slab,Not Applicable,Not Applicable,0.0,1040,1040,TA,Typ,Unf,2.0,400.0,92900
747,Norm,Norm,5,TA,Fa,BrkTil,TA,TA,1072.0,1072,1072,TA,Typ,Unf,5.0,1184.0,126500
1038,Norm,Norm,4,TA,TA,CBlock,TA,TA,864.0,864,864,TA,Typ,Unf,2.0,576.0,111250
1763,Norm,Norm,8,Gd,TA,PConc,Gd,TA,969.0,997,2285,Gd,Typ,Fin,3.0,648.0,248000
1283,PosN,Norm,5,TA,TA,CBlock,TA,TA,1117.0,1117,1117,TA,Typ,Unf,1.0,264.0,136870
2803,Norm,Norm,6,Gd,TA,PConc,Gd,TA,848.0,848,848,Gd,Typ,Fin,2.0,420.0,133000
1927,Norm,Norm,5,TA,TA,CBlock,TA,TA,1048.0,1048,1048,TA,Typ,Unf,1.0,286.0,135000
1036,Norm,Norm,4,TA,TA,CBlock,Gd,TA,936.0,936,936,TA,Typ,Unf,1.0,288.0,111900
1237,Norm,Norm,5,TA,Gd,CBlock,TA,TA,931.0,1283,1283,TA,Typ,Unf,2.0,506.0,140000
1375,Feedr,Norm,4,TA,TA,CBlock,Not Applicable,Not Applicable,0.0,1120,1588,TA,Min2,Fin,2.0,680.0,134432
1643,PosA,PosA,10,Ex,TA,PConc,Ex,TA,1742.0,2042,2042,Ex,Typ,Fin,3.0,724.0,455000
2453,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1165.0,1203,2526,Gd,Typ,RFn,3.0,844.0,290000
2129,Norm,Norm,7,Gd,TA,PConc,Gd,TA,988.0,988,1873,Gd,Typ,RFn,2.0,597.0,235500
2640,Norm,Norm,6,TA,TA,BrkTil,TA,TA,780.0,940,1416,Gd,Typ,Unf,2.0,400.0,156500
2437,Norm,Norm,6,TA,TA,PConc,Gd,TA,953.0,953,1664,TA,Typ,RFn,2.0,460.0,172400
1123,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1428.0,1428,1428,Gd,Typ,Fin,2.0,480.0,182000
2398,Norm,Norm,9,Ex,TA,PConc,Ex,TA,1792.0,1792,1792,Gd,Typ,RFn,3.0,925.0,372397
1420,Norm,Norm,6,Gd,TA,PConc,Gd,TA,1077.0,1093,2814,Gd,Typ,Fin,2.0,614.0,260000
2693,Norm,Norm,5,TA,TA,BrkTil,TA,TA,610.0,819,819,Gd,Typ,Not Applicable,0.0,0.0,72000
1370,Norm,Norm,3,Fa,Fa,PConc,TA,Fa,536.0,808,1344,TA,Typ,Not Applicable,0.0,0.0,82375
392,Norm,Norm,6,TA,TA,CBlock,TA,TA,689.0,1378,2119,TA,Typ,RFn,2.0,583.0,158000
1351,Norm,Norm,5,TA,TA,CBlock,TA,TA,672.0,1072,1285,TA,Min1,Unf,1.0,240.0,127000
246,Norm,Norm,7,Gd,TA,CBlock,Gd,TA,1433.0,1433,1433,Gd,Typ,RFn,2.0,528.0,270000
802,Norm,Norm,8,Gd,TA,CBlock,Gd,TA,1496.0,1496,2132,Gd,Min2,Fin,2.0,612.0,316600
1404,Norm,Norm,6,TA,TA,CBlock,TA,TA,1019.0,1357,1357,Ex,Typ,RFn,1.0,312.0,177000
803,Norm,Norm,7,Gd,TA,CBlock,Gd,TA,2158.0,2196,2196,Gd,Typ,RFn,3.0,701.0,271900
1595,Norm,Norm,5,TA,TA,PConc,Gd,TA,264.0,616,1304,TA,Typ,Fin,1.0,336.0,115000
1319,Norm,Norm,8,TA,Gd,BrkTil,TA,Fa,684.0,938,2358,TA,Typ,Not Applicable,0.0,0.0,122000
2231,Norm,Norm,8,Gd,TA,CBlock,Gd,TA,279.0,2726,2726,Gd,Typ,Fin,2.0,691.0,315000
2162,Norm,Norm,7,Gd,TA,PConc,Gd,TA,939.0,939,1797,Gd,Typ,RFn,2.0,639.0,213500
2622,Norm,Norm,5,TA,TA,CBlock,Not Applicable,Not Applicable,0.0,1040,1040,TA,Typ,Unf,2.0,625.0,109500
1300,Norm,Norm,5,TA,TA,CBlock,TA,TA,789.0,789,789,TA,Typ,Unf,1.0,250.0,115000
2505,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1143.0,1143,1143,Gd,Typ,RFn,2.0,588.0,176400
582,PosN,Norm,6,TA,TA,CBlock,TA,TA,1489.0,1489,1489,Gd,Typ,RFn,2.0,462.0,185750
1458,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1004.0,1004,1852,Gd,Typ,Fin,3.0,660.0,230000
281,Norm,Norm,4,TA,TA,CBlock,TA,TA,960.0,960,960,TA,Typ,Not Applicable,0.0,0.0,90000
2298,Norm,Norm,5,TA,Gd,CBlock,Gd,TA,768.0,768,768,TA,Typ,Unf,2.0,624.0,129500
2580,Norm,Norm,6,TA,TA,CBlock,TA,TA,1124.0,1124,1124,TA,Typ,Fin,1.0,353.0,153000
568,Norm,Norm,6,Gd,TA,PConc,Gd,TA,612.0,612,1224,Gd,Typ,RFn,2.0,528.0,173733
1807,Norm,Norm,6,TA,TA,PConc,Gd,TA,1100.0,1100,1100,TA,Typ,Not Applicable,0.0,0.0,146000
129,Artery,Norm,6,TA,Gd,CBlock,TA,TA,782.0,1019,1556,TA,Typ,Unf,2.0,470.0,172500
2294,Norm,Norm,6,TA,TA,PConc,Gd,TA,1244.0,1356,1356,TA,Typ,Fin,2.0,528.0,188000
1860,Feedr,Norm,6,TA,TA,CBlock,Gd,TA,1262.0,1262,1262,TA,Typ,RFn,2.0,460.0,181500
839,PosN,Norm,7,Gd,TA,PConc,Gd,TA,799.0,827,1661,Gd,Typ,RFn,2.0,550.0,212000
2349,PosA,Norm,7,TA,TA,CBlock,TA,TA,945.0,945,1857,TA,Typ,RFn,2.0,482.0,188900
1903,Norm,Norm,3,Fa,Fa,CBlock,Fa,Fa,666.0,666,666,Gd,Typ,Not Applicable,0.0,0.0,64500
234,Norm,Norm,6,TA,TA,PConc,Gd,TA,1117.0,1117,1981,Gd,Typ,Fin,2.0,522.0,230000
2172,Norm,Norm,5,TA,Gd,CBlock,TA,TA,901.0,901,1351,TA,Typ,Unf,2.0,576.0,122000
2588,Norm,Norm,5,TA,TA,CBlock,TA,TA,1005.0,1005,1005,TA,Typ,Unf,1.0,319.0,133500
1289,Norm,Norm,6,Gd,Gd,BrkTil,Gd,TA,1510.0,1584,2792,TA,Mod,Unf,2.0,520.0,256000
1596,Norm,Norm,5,TA,TA,PConc,Gd,TA,550.0,925,1475,TA,Typ,Unf,1.0,336.0,129500
264,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1978.0,1978,1978,Gd,Typ,RFn,3.0,850.0,318000
451,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1598.0,1606,1606,Gd,Typ,RFn,3.0,871.0,255900
536,Norm,Norm,6,TA,TA,PConc,Gd,TA,1158.0,1158,1158,Gd,Typ,Not Applicable,0.0,0.0,143500
43,Norm,Norm,8,Gd,TA,PConc,Ex,TA,1822.0,1822,1822,Ex,Typ,RFn,3.0,678.0,259000
2223,Norm,Norm,6,TA,Gd,CBlock,Gd,TA,1809.0,2259,2259,Gd,Typ,Unf,2.0,450.0,217000
2009,Norm,Norm,6,TA,TA,BrkTil,Gd,TA,1065.0,915,1635,TA,Typ,Unf,2.0,440.0,210000
394,Norm,Norm,5,TA,TA,CBlock,TA,TA,1002.0,1002,1002,TA,Typ,Unf,2.0,902.0,148500
1738,Norm,Norm,6,TA,TA,PConc,Gd,TA,616.0,616,1412,Gd,Typ,Fin,2.0,432.0,156932
1196,Norm,Norm,5,TA,TA,CBlock,TA,TA,1728.0,1728,1728,TA,Typ,Unf,2.0,576.0,145000
828,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1282.0,1290,1290,Gd,Typ,RFn,2.0,662.0,200000
1694,Norm,Norm,10,Ex,TA,PConc,Ex,TA,1994.0,2046,2046,Ex,Typ,Fin,3.0,878.0,450000
571,Norm,Norm,6,TA,TA,PConc,Gd,TA,729.0,742,1471,TA,Typ,Unf,2.0,440.0,172500
1192,Norm,Norm,6,TA,TA,CBlock,TA,TA,1522.0,1548,2614,TA,Typ,RFn,2.0,624.0,240000
1806,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1580.0,1580,2466,Gd,Typ,RFn,2.0,610.0,340000
962,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1466.0,1466,1466,Gd,Typ,Fin,3.0,610.0,201000
2142,Norm,Norm,5,TA,TA,CBlock,TA,TA,969.0,969,969,TA,Typ,Unf,2.0,440.0,122000
1648,Norm,Norm,7,TA,TA,CBlock,Gd,TA,1529.0,1664,1664,Gd,Typ,Fin,2.0,663.0,213000
618,Feedr,Norm,6,Gd,TA,CBlock,TA,TA,1680.0,1691,1691,TA,Typ,Unf,2.0,550.0,175000
2108,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1208.0,1208,1208,Gd,Typ,RFn,2.0,628.0,195400
772,Norm,Norm,5,TA,TA,CBlock,TA,TA,1052.0,1052,1052,TA,Typ,Fin,1.0,668.0,113500
2672,RRAn,Norm,6,TA,TA,BrkTil,TA,TA,972.0,972,1577,Fa,Typ,Unf,1.0,312.0,140200
2492,RRAe,Norm,5,TA,TA,CBlock,TA,TA,882.0,909,909,TA,Typ,Unf,1.0,294.0,116000
2903,Norm,Norm,9,Ex,TA,PConc,Gd,TA,1838.0,1838,1838,Ex,Typ,Fin,3.0,682.0,359900
2783,Norm,Norm,6,TA,TA,CBlock,Gd,TA,675.0,686,1388,TA,Typ,Unf,1.0,317.0,157500
786,Norm,Norm,5,Gd,TA,CBlock,TA,TA,1617.0,1867,1867,TA,Typ,Fin,1.0,303.0,190000
740,Feedr,Norm,5,TA,TA,PConc,TA,TA,1145.0,1301,1301,Fa,Min1,Unf,2.0,440.0,100000
2546,Norm,Norm,6,TA,TA,CBlock,TA,TA,1251.0,1251,1251,TA,Typ,RFn,1.0,461.0,160000
851,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1431.0,1444,1444,Gd,Typ,RFn,2.0,577.0,203000
1833,Norm,Norm,8,Gd,TA,PConc,Ex,TA,1453.0,1453,2810,Gd,Typ,RFn,2.0,750.0,302000
76,Norm,Norm,6,TA,TA,CBlock,Gd,TA,923.0,923,923,TA,Typ,RFn,1.0,264.0,143000
2151,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1028.0,1210,2452,Gd,Typ,Fin,2.0,683.0,267000
1880,Norm,Norm,4,TA,TA,Slab,Not Applicable,Not Applicable,0.0,1224,1224,TA,Typ,Unf,3.0,530.0,103000
2907,Norm,Norm,6,TA,Gd,PConc,Ex,Gd,1237.0,1337,1337,TA,Typ,Fin,2.0,405.0,153500
1831,RRAe,Norm,5,TA,TA,CBlock,Gd,TA,1390.0,1701,1701,TA,Min2,Fin,2.0,611.0,171000
2836,Feedr,Norm,4,TA,TA,BrkTil,TA,TA,1093.0,1093,1669,TA,Min2,Unf,1.0,288.0,107000
1955,Norm,Norm,6,TA,TA,CBlock,TA,TA,952.0,952,952,TA,Typ,Unf,1.0,288.0,128500
1926,Norm,Norm,5,TA,TA,CBlock,TA,TA,922.0,922,922,TA,Typ,Unf,1.0,308.0,116000
2924,Norm,Norm,5,TA,TA,CBlock,TA,TA,1126.0,1126,1126,TA,Typ,RFn,2.0,484.0,160000
1003,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1280.0,1280,1280,Gd,Typ,RFn,2.0,506.0,180000
1667,Norm,Norm,5,TA,TA,CBlock,TA,TA,914.0,914,914,Ex,Typ,RFn,1.0,368.0,133000
2905,Norm,Norm,7,TA,Gd,PConc,Gd,TA,1288.0,1368,1368,TA,Typ,Fin,4.0,784.0,215000
921,Norm,Norm,6,TA,TA,CBlock,TA,TA,771.0,753,1494,Gd,Typ,Unf,1.0,213.0,177500
1780,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1524.0,1534,1534,Gd,Typ,Fin,2.0,484.0,215000
746,Norm,Norm,5,TA,TA,BrkTil,TA,Fa,952.0,994,1582,TA,Typ,Unf,1.0,250.0,150000
254,Norm,Norm,7,TA,TA,PConc,Gd,TA,1673.0,1699,3222,Gd,Typ,Unf,3.0,594.0,320000
606,Norm,Norm,6,TA,TA,CBlock,TA,TA,1516.0,1516,1516,TA,Typ,RFn,2.0,472.0,167000
2703,Norm,Norm,5,TA,TA,Slab,Not Applicable,Not Applicable,0.0,1032,1032,TA,Typ,Unf,1.0,260.0,125000
1306,Norm,Norm,3,TA,TA,BrkTil,Fa,Fa,448.0,1588,1588,TA,Maj2,Not Applicable,0.0,0.0,65000
2102,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1316.0,1316,1316,Gd,Typ,Fin,2.0,440.0,200141
1784,Feedr,Norm,7,Gd,TA,PConc,Gd,TA,1528.0,1528,1528,Gd,Typ,Unf,2.0,480.0,235876
941,Norm,Norm,5,TA,TA,BrkTil,TA,TA,760.0,928,2168,Gd,Typ,Unf,2.0,576.0,123000
2699,Feedr,Norm,5,TA,Fa,CBlock,TA,TA,806.0,1081,1422,TA,Typ,Unf,1.0,288.0,137500
2127,Norm,Norm,4,TA,TA,PConc,Gd,TA,990.0,990,990,TA,Typ,Not Applicable,0.0,0.0,123600
2607,Norm,Norm,6,TA,TA,CBlock,TA,TA,1088.0,1324,1324,TA,Typ,RFn,2.0,440.0,160000
1754,Norm,Norm,6,TA,TA,PConc,Gd,TA,924.0,948,1690,TA,Typ,RFn,2.0,463.0,181000
1367,Feedr,RRNn,5,TA,Gd,CBlock,TA,TA,825.0,825,825,TA,Typ,RFn,2.0,720.0,125000
580,RRAn,Norm,6,TA,TA,CBlock,TA,TA,727.0,829,1556,TA,Typ,Unf,2.0,441.0,154000
341,Norm,Norm,6,Gd,Gd,PConc,Gd,TA,1152.0,1152,1797,Gd,Typ,Fin,2.0,616.0,231000
26,Norm,Norm,5,TA,TA,CBlock,TA,TA,1056.0,1056,1056,TA,Typ,Unf,1.0,304.0,142000
2667,Artery,Norm,10,Gd,Gd,BrkTil,TA,TA,1107.0,1518,3608,Ex,Typ,Unf,3.0,840.0,475000
2884,Norm,Norm,8,Gd,TA,PConc,Ex,TA,1573.0,1778,1778,Ex,Typ,Fin,2.0,495.0,375000
28,Norm,Norm,4,TA,TA,CBlock,TA,TA,864.0,864,864,TA,Typ,Not Applicable,0.0,0.0,115000
531,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1221.0,1221,1221,Gd,Typ,RFn,2.0,400.0,185000
2189,Norm,Norm,6,TA,TA,BrkTil,TA,TA,660.0,740,865,TA,Typ,Unf,1.0,216.0,108500
2508,Norm,Norm,7,Gd,TA,PConc,Gd,TA,600.0,520,1223,Gd,Typ,RFn,2.0,480.0,147400
573,Norm,Norm,7,Gd,TA,PConc,Gd,TA,691.0,713,1452,Gd,Typ,Unf,2.0,506.0,156000
1363,Norm,Norm,5,TA,Fa,BrkTil,TA,Fa,880.0,880,1308,TA,Typ,Unf,2.0,400.0,120000
487,RRAn,Norm,7,Gd,TA,PConc,Gd,TA,384.0,744,1374,Gd,Typ,Fin,2.0,400.0,167000
1083,Norm,Norm,7,Gd,TA,PConc,Gd,Gd,1346.0,1504,1504,Gd,Typ,Fin,2.0,437.0,191000
1620,Norm,Norm,6,TA,TA,PConc,Gd,TA,384.0,754,1384,TA,Typ,Fin,2.0,390.0,161500
1929,Norm,Norm,5,TA,TA,CBlock,TA,TA,1204.0,1411,1411,TA,Typ,RFn,1.0,310.0,130000
1820,Norm,Norm,5,TA,TA,CBlock,TA,TA,970.0,970,970,TA,Typ,Unf,2.0,624.0,132500
1398,Norm,Norm,5,TA,Gd,PConc,Gd,TA,864.0,904,904,Gd,Typ,Unf,3.0,912.0,144000
2177,Norm,Norm,5,TA,TA,Slab,Not Applicable,Not Applicable,0.0,1100,2233,TA,Typ,Fin,2.0,579.0,141000
2144,Norm,Norm,4,TA,Gd,CBlock,TA,TA,385.0,875,875,Gd,Typ,Unf,2.0,728.0,117000
2697,Norm,Norm,6,TA,Fa,CBlock,TA,TA,520.0,520,754,TA,Typ,Not Applicable,0.0,0.0,84500
1403,Norm,Norm,4,TA,TA,CBlock,Gd,TA,1364.0,1663,1663,Gd,Min1,Fin,2.0,529.0,256000
596,Norm,Norm,5,TA,TA,CBlock,TA,TA,925.0,925,925,TA,Typ,Unf,1.0,429.0,117500
922,Norm,Norm,5,Gd,Gd,BrkTil,TA,Fa,728.0,976,1308,TA,Min2,Unf,1.0,256.0,160000
2065,PosA,Norm,5,TA,TA,CBlock,TA,TA,1240.0,1375,1375,TA,Typ,Unf,1.0,323.0,187000
1710,Norm,Norm,8,Gd,TA,PConc,Ex,TA,1317.0,1217,2385,Gd,Typ,Fin,3.0,818.0,350000
1034,Norm,Norm,5,TA,TA,CBlock,Gd,TA,896.0,896,1792,TA,Typ,Unf,2.0,480.0,133000
1057,Norm,Norm,8,Gd,TA,PConc,Ex,TA,2418.0,2464,2464,Ex,Typ,Fin,3.0,650.0,417500
470,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1386.0,1569,1569,Gd,Typ,RFn,3.0,660.0,175900
819,Norm,Norm,9,Ex,TA,PConc,Ex,TA,1555.0,1680,1680,Ex,Typ,Fin,3.0,1138.0,323262
2160,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1337.0,1337,1337,Gd,Typ,RFn,2.0,531.0,185000
2552,Norm,Norm,6,TA,TA,CBlock,TA,TA,816.0,816,816,TA,Typ,Unf,1.0,240.0,129800
41,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1541.0,1541,1541,Gd,Typ,RFn,2.0,532.0,220000
742,Norm,Norm,4,TA,TA,BrkTil,TA,TA,884.0,989,1573,Gd,Typ,Unf,1.0,240.0,133000
686,Artery,Norm,4,TA,TA,CBlock,TA,TA,832.0,832,1461,TA,Typ,Unf,1.0,384.0,133500
314,Norm,Norm,6,TA,TA,CBlock,TA,TA,1958.0,2048,2048,TA,Typ,Unf,2.0,776.0,170000
1630,Norm,Norm,6,TA,TA,PConc,Gd,TA,903.0,910,1642,TA,Typ,RFn,2.0,392.0,168000
191,Norm,Norm,6,TA,TA,CBlock,Fa,TA,738.0,868,1470,TA,Min1,Unf,2.0,624.0,140750
1626,Norm,Norm,6,TA,TA,PConc,Gd,TA,938.0,957,2299,TA,Typ,Fin,2.0,482.0,204000
59,Norm,Norm,7,Gd,TA,PConc,Gd,TA,884.0,884,2035,Gd,Typ,Fin,2.0,434.0,222500
2632,Norm,Norm,5,TA,TA,CBlock,TA,TA,925.0,999,999,TA,Typ,Unf,1.0,300.0,134500
1835,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1378.0,1378,1378,Gd,Typ,Fin,2.0,540.0,214000
2675,Artery,Norm,5,TA,TA,CBlock,Gd,TA,793.0,793,1118,TA,Typ,Unf,2.0,410.0,119900
1503,Norm,Norm,4,TA,TA,CBlock,TA,TA,1440.0,1440,1440,Fa,Typ,Not Applicable,0.0,0.0,118000
1963,Norm,Norm,5,TA,TA,CBlock,TA,TA,1010.0,1134,1134,TA,Typ,RFn,1.0,254.0,135000
1352,Norm,Norm,6,TA,TA,BrkTil,TA,TA,833.0,1053,1848,Gd,Typ,Unf,2.0,370.0,207000
1519,Norm,Norm,6,TA,TA,PConc,TA,TA,1181.0,1390,1694,TA,Typ,Unf,2.0,576.0,136500
1305,Norm,Norm,4,TA,TA,CBlock,TA,TA,901.0,901,901,TA,Typ,Unf,1.0,281.0,107900
2014,Norm,Norm,6,TA,TA,BrkTil,TA,TA,861.0,861,1409,TA,Typ,Unf,2.0,528.0,126000
1,Norm,Norm,6,TA,TA,CBlock,TA,Gd,1080.0,1656,1656,TA,Typ,Fin,2.0,528.0,215000
1052,Norm,Norm,10,Ex,TA,PConc,Ex,TA,1682.0,1742,2332,Ex,Typ,Fin,3.0,846.0,426000
622,Norm,Norm,5,Gd,TA,CBlock,TA,TA,1113.0,1113,1113,Gd,Typ,Unf,1.0,264.0,147000
913,Norm,Norm,6,Gd,TA,BrkTil,TA,TA,816.0,1232,1232,Gd,Typ,Unf,2.0,440.0,147500
1058,Norm,Norm,9,Ex,TA,PConc,Ex,TA,1950.0,1950,1950,Ex,Typ,Fin,3.0,706.0,383000
2348,Norm,Norm,7,TA,TA,CBlock,Gd,TA,1845.0,1872,1872,TA,Typ,Fin,2.0,604.0,241500
1527,Norm,Norm,6,TA,TA,BrkTil,Gd,TA,676.0,676,1264,TA,Typ,Unf,2.0,400.0,147500
1011,Norm,Norm,8,Gd,TA,PConc,Ex,TA,1168.0,1168,2500,Ex,Typ,Fin,3.0,683.0,355000
1332,Norm,Norm,5,TA,TA,BrkTil,TA,TA,784.0,784,784,Gd,Typ,Not Applicable,0.0,0.0,109500
709,Norm,Norm,2,TA,Gd,BrkTil,Not Applicable,Not Applicable,0.0,612,612,TA,Typ,Unf,1.0,308.0,45000
209,Norm,Norm,7,TA,Gd,CBlock,TA,TA,1032.0,1207,2403,TA,Typ,Unf,1.0,349.0,244400
